TKa1,TKa2,TKa3,TKa4,TKa5,TKa6,CKa1,CKa2,CKa3,CKa4,PKa1,PKa2,PKa3,PKa4,PKa5,PKa6,PCKa1,PCKa2,PCKa3,PCKa4,TCKa1,TCKa2,TCKa3,TCKa4,TPKa1,TPKa2,TPKa3,TPKa4,TPACKa1,TPACKa2,TPACKa3,TPACKa4
4.222222222222222,4.603174603174603,4.396825396825397,4.333333333333333,4.095238095238095,4.587301587301588,4.746031746031746,4.777777777777778,4.698412698412699,4.444444444444444,4.714285714285714,4.8730158730158735,4.857142857142858,4.825396825396825,4.857142857142858,4.746031746031746,4.555555555555555,4.571428571428571,4.65079365079365,4.698412698412698,4.682539682539682,4.079365079365079,4.095238095238095,4.3809523809523805,4.777777777777779,4.841269841269841,4.8730158730158735,4.857142857142858,4.825396825396826,4.888888888888889,4.809523809523809,4.857142857142857
3.325301204819277,3.734939759036144,3.180722891566265,2.602409638554218,2.674698795180723,3.6506024096385548,4.108433734939759,3.9879518072289155,4.108433734939759,3.7469879518072284,4.024096385542169,4.108433734939759,4.156626506024097,4.096385542168674,4.0843373493975905,3.8313253012048194,3.891566265060241,3.9879518072289155,3.8674698795180724,4.0120481927710845,3.8313253012048194,2.819277108433735,2.72289156626506,3.1325301204819276,3.8674698795180724,3.9036144578313254,3.7710843373493974,3.9759036144578315,3.927710843373494,3.9879518072289155,3.927710843373494,3.8674698795180724
3.981651376146789,4.431192660550458,4.192660550458716,4.1192660550458715,3.798165137614679,4.275229357798166,4.256880733944954,4.174311926605505,4.165137614678899,3.8990825688073394,4.073394495412844,4.2110091743119265,4.192660550458716,4.08256880733945,4.146788990825688,3.834862385321101,3.8623853211009176,3.8256880733944953,3.8807339449541285,4.0,4.064220183486238,3.3944954128440363,3.477064220183486,3.6238532110091746,4.091743119266055,4.110091743119266,3.963302752293578,4.110091743119266,3.9541284403669725,4.1192660550458715,4.045871559633028,3.944954128440367
3.3076923076923075,3.9038461538461537,3.25,3.0576923076923075,2.7307692307692304,3.5961538461538467,3.8846153846153846,3.826923076923077,3.8076923076923075,3.307692307692307,3.8846153846153846,3.75,4.0,3.6730769230769225,4.0,3.384615384615385,3.4230769230769225,3.3461538461538463,3.3461538461538463,3.846153846153846,3.384615384615384,2.5769230769230775,2.4230769230769225,2.5192307692307687,3.153846153846154,3.23076923076923,3.3653846153846154,3.5961538461538467,3.5,3.365384615384616,3.3653846153846145,3.4038461538461537
3.5576923076923075,3.8846153846153846,3.5576923076923075,3.0576923076923075,2.9038461538461537,3.9038461538461537,4.634615384615385,4.576923076923077,4.730769230769231,4.3076923076923075,4.711538461538462,4.846153846153846,4.846153846153846,4.884615384615384,4.961538461538462,4.653846153846154,4.480769230769231,4.5576923076923075,4.326923076923077,4.673076923076923,3.9038461538461537,3.442307692307692,3.076923076923077,3.3461538461538463,4.230769230769231,4.230769230769231,4.3076923076923075,4.384615384615385,4.326923076923077,4.384615384615385,4.365384615384615,4.25
